nohup: ignoring input
╔══════════════════════════════════════╗
║   ExtreamFS Backend  |  Puerto 8080  ║
╚══════════════════════════════════════╝
  Carpeta de discos: /home/ubuntu/MIA_1S2026_P22_202308486/src/discos
  Rutas guardadas:   /home/ubuntu/MIA_1S2026_P22_202308486/src/discos/discos_rutas.txt

Restaurando particiones montadas...
  (ninguna particion montada previamente)

  POST /ejecutar  <- ejecutar script
  GET  /mounted   <- ver particiones montadas

(2026-04-25 14:38:40) [INFO    ] Request: 190.149.120.77:27423 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:38:40) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:38:50) [INFO    ] Request: 190.149.120.77:27966 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:38:50) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:39:00) [INFO    ] Request: 190.149.120.77:28462 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:39:00) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:39:10) [INFO    ] Request: 190.149.120.77:28936 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:39:10) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:39:20) [INFO    ] Request: 190.149.120.77:29389 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:39:20) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:39:30) [INFO    ] Request: 190.149.120.77:30113 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:39:30) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:39:40) [INFO    ] Request: 190.149.120.77:30729 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:39:40) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:39:50) [INFO    ] Request: 190.149.120.77:31228 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:39:50) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:40:00) [INFO    ] Request: 190.149.120.77:31723 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:40:00) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:40:10) [INFO    ] Request: 190.149.120.77:32370 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:40:10) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:40:20) [INFO    ] Request: 190.149.120.77:33122 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:40:20) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:40:30) [INFO    ] Request: 190.149.120.77:33935 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:40:30) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:40:40) [INFO    ] Request: 190.149.120.77:34599 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:40:40) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:40:50) [INFO    ] Request: 190.149.120.77:35304 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:40:50) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:41:00) [INFO    ] Request: 190.149.120.77:36897 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:41:00) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:41:10) [INFO    ] Request: 190.149.120.77:38008 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:41:10) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:41:20) [INFO    ] Request: 190.149.120.77:39009 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:41:20) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:41:30) [INFO    ] Request: 190.149.120.77:39783 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:41:30) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:41:40) [INFO    ] Request: 190.149.120.77:40789 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:41:40) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:41:45) [INFO    ] Request: 190.149.120.77:40789 0x730964003b80 HTTP/1.1 OPTIONS /ejecutar
(2026-04-25 14:41:45) [INFO    ] Response: 0x730964003b80 /ejecutar 204 0
(2026-04-25 14:41:45) [INFO    ] Request: 190.149.120.77:40789 0x730964003b80 HTTP/1.1 POST /ejecutar
(2026-04-25 14:41:45) [INFO    ] Response: 0x730964003b80 /ejecutar 200 0
(2026-04-25 14:41:50) [INFO    ] Request: 190.149.120.77:41824 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:41:50) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:42:00) [INFO    ] Request: 190.149.120.77:42473 0x730964005220 HTTP/1.1 GET /mounted
(2026-04-25 14:42:00) [INFO    ] Response: 0x730964005220 /mounted 200 0
(2026-04-25 14:42:11) [INFO    ] Request: 190.149.120.77:43548 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:42:11) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:42:16) [INFO    ] Request: 127.0.0.1:39036 0x730964002210 HTTP/1.0 GET /
(2026-04-25 14:42:16) [INFO    ] Response: 0x730964002210 / 404 1
(2026-04-25 14:42:21) [INFO    ] Request: 190.149.120.77:44320 0x730964005220 HTTP/1.1 GET /mounted
(2026-04-25 14:42:21) [INFO    ] Response: 0x730964005220 /mounted 200 0
(2026-04-25 14:42:32) [INFO    ] Request: 190.149.120.77:45063 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:42:32) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:42:42) [INFO    ] Request: 190.149.120.77:45693 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:42:42) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:42:52) [INFO    ] Request: 190.149.120.77:46139 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:42:52) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:43:02) [INFO    ] Request: 190.149.120.77:46617 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:43:02) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:43:12) [INFO    ] Request: 190.149.120.77:46993 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:43:12) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:43:22) [INFO    ] Request: 190.149.120.77:47470 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:43:22) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:43:33) [INFO    ] Request: 190.149.120.77:48099 0x730964002210 HTTP/1.1 GET /mounted
(2026-04-25 14:43:33) [INFO    ] Response: 0x730964002210 /mounted 200 0
(2026-04-25 14:43:43) [INFO    ] Request: 190.149.120.77:48600 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:43:43) [INFO    ] Response: 0x730964003b80 /mounted 200 0
(2026-04-25 14:43:50) [INFO    ] Request: 204.76.203.206:40754 0x730964002210 HTTP/1.1 GET /
(2026-04-25 14:43:50) [INFO    ] Response: 0x730964002210 / 404 0
(2026-04-25 14:43:53) [INFO    ] Request: 190.149.120.77:49135 0x730964003b80 HTTP/1.1 GET /mounted
(2026-04-25 14:43:53) [INFO    ] Response: 0x730964003b80 /mounted 200 0
